X,Y,HUE,ALPHAS,SIZE,A,B
0.2905553866534212,0.571579601425151,0.8538649861253617,0.0816052638797882,0.22133839567522254,0.043867046059897906,0.0051236393401834735
0.9916108671631568,0.4290106673211804,-0.6825555654780919,0.745891202224724,0.49670990534425136,0.24168124471291103,0.005039485354184128
0.1469816407581893,0.4924023374262661,-1.1262989091767948,0.312127294171444,0.3531001082389588,0.1246219619617801,5.772447658431681e-05
0.407100895704892,0.6129468946604658,-0.4500105615554274,0.2654975141103146,0.14624378479879313,0.008630243578833354,0.01275700101344236
0.9040526995763742,0.6835378215257986,-0.4714541238691829,0.4281686751794308,0.44378453777186927,0.16325858403495574,0.03368613193043589
0.17249198844265,0.5001629823495981,-1.3136210849555885,0.5973847988120633,0.32750805211092987,0.10726149763424929,2.6563246280519382e-08
0.1212049279909969,0.3369211793416765,-1.5010967878745638,0.7976427511853433,0.41240806045179995,0.14348570657830584,0.026594701747309647
0.7987509144071907,0.5056751851617239,1.6505041128018452,0.0624683992250225,0.298804813525071,0.08925210885913258,3.220772661985157e-05
0.8223994743656456,0.3849157735279538,0.5921982751382996,0.5916152032940138,0.3423241157936639,0.1039414210712446,0.013244379182669217
0.9883634525986904,0.484858947272624,-1.522603299201823,0.503004104923399,0.48859811022128047,0.23849886183411334,0.00022925147769317964
0.0726277968443226,0.4691923776702875,1.5999704329701316,0.2473377032373801,0.4284811660082013,0.18264700003013756,0.0009491095936102011
0.3282411750756705,0.6132637728971133,-1.11666812562303,0.3198054652264419,0.20574201367313222,0.029501093939386467,0.012828682250888861
0.2153386669974557,0.3888689723791251,1.0483557565903947,0.7750085964929664,0.3055849796813597,0.08103207450678539,0.01235010530007166
0.3903619075057077,0.4548467831949669,-2.441324016315152,0.5988100692685874,0.11857202163086077,0.012020511325786992,0.002038812987842323
0.1587774077487401,0.5061100671022037,-0.810370999067751,0.7915728025607973,0.34127729250957056,0.11643285746266957,3.7332919993432436e-05
0.0164606750396575,0.4022917549057412,0.4155851703626838,0.0519164427602187,0.4933124567072105,0.23381027878310373,0.009546901159399749
0.6427334838741967,0.2981419268512392,0.2213573505212561,0.6414952620753864,0.24722364189979087,0.020372847418865574,0.04074668169533047
0.7255145346352643,0.4355070613231626,-0.3296852682498896,0.8528512613358441,0.23455520559334025,0.05085680533175981,0.004159339139174312
0.1397877728113558,0.5234967905173958,2.6371034419730823,0.4026433537229924,0.36097776632477213,0.12975284861620343,0.000552099164618383
0.7985066184610108,0.5977283582809756,0.2555377911782184,0.0486670451591293,0.3140971717117526,0.08910620126502747,0.00955083201229473
0.9130511996182668,0.5134054890380196,-0.3162284885338715,0.8186116983514047,0.41326867851609284,0.17061129350608925,0.00017970713634846462
0.1410235839457104,0.5019000256874969,-1.4385326957424829,0.7519406239989807,0.35898144434050566,0.12886406728318242,3.610097613148144e-06
0.1465716832217748,0.4330146314465297,-1.6883185764879265,0.4378007631950437,0.3597201894541558,0.12491157510068948,0.00448703960024425
0.9860640428514902,0.4454150875317764,-0.5952174294021559,0.6965380189168988,0.4891193784980298,0.23625825375313528,0.0029795126691636335
0.6274215050124534,0.5069324086869101,-0.7642309931394056,0.4058436354730103,0.12760994565409486,0.016236239939638693,4.8058290202347185e-05
0.6486123851705207,0.456048873065642,-0.4361449206343029,0.7922337405001917,0.15497529669231558,0.02208564102607119,0.0019317015588000482
0.1408102103718922,0.4850146336239394,0.1075289119251736,0.1901613337334282,0.35950224780731077,0.1290173049730843,0.00022456120542476842
0.5820655009734544,0.4861339929732739,-2.0005141072868327,0.4407461029791266,0.08322867655375321,0.006734746450024052,0.000192266150865217
0.7801933533350928,0.5259877568370361,-0.1052197354305598,0.0538447057262128,0.2813959465923151,0.07850831525316414,0.0006753635054209184
0.7350719462652426,0.6005423214595291,-0.5026426154291131,0.5751558927756171,0.2556708398026658,0.055258819920929125,0.01010875840447129
0.511539636694976,0.4471665592226871,2.909010299882937,0.8980816016112516,0.05407897631632709,0.00013316321505203756,0.0027913724643698285
0.0974700717708636,0.4335464317580412,1.8157015379696115,0.2608347379681901,0.4079784551324278,0.1620303431201537,0.004416076732088676
0.2154448480660997,0.4703845029735328,-0.5831927331336705,0.337437068819446,0.28609213927727856,0.08097163449212508,0.0008770776641246881
0.9387323615258998,0.3798904676200734,0.7186564051782588,0.9430507588123024,0.4548762302194054,0.19248608505009282,0.014426299768524638
0.4621263845080801,0.7226465413984449,0.6087813897351854,0.4095668875917683,0.2258448430828546,0.0014344107504297965,0.049571482396689424
0.4389866121679902,0.5625175777484397,-0.8943895290215785,0.6698181147733644,0.08735605887556654,0.0037226334947392443,0.003908447527532202
0.8406022796374595,0.5589224087490602,-1.7039007425114276,0.05558985113525,0.34566134170170876,0.11600991289423415,0.003471850252791324
0.3259547032663134,0.520690712831945,0.0647732905142167,0.5450797258031833,0.1752708501508766,0.030291765315117028,0.00042810559749401403
0.4710652655000242,0.6697289248855758,-0.8805991772225443,0.5251301032203285,0.17217760250217656,0.0008372188605840898,0.028807907942813425
0.311985051589626,0.4609969802710593,-0.2663384404623955,0.8113578821958711,0.1920178543097796,0.03534962082575561,0.0015212355479761385
0.0701919177426311,0.530400847481569,0.4901792560051494,0.1055789465473368,0.43088188532514893,0.18473498757375717,0.0009242115275976212
0.4669802478726071,0.6362782389463839,0.2525287193288453,0.4654508547739906,0.1402214763896108,0.0010903040305544672,0.01857175841032771
0.5913262849343398,0.2859386198308306,0.8826316563446046,0.1245349164139356,0.23272895135723426,0.008340490319908222,0.04582227447992968
0.4026926258345142,0.2723263241656433,-1.534582301501996,0.7472081672848226,0.24759650186323232,0.009468725066981851,0.05183530266792775
0.2911355283838356,0.4923250185874562,-0.8821766595170576,0.2428260791641771,0.20900543735315222,0.043624367503499545,5.8905339682892856e-05
0.6039895493857644,0.5242537107318248,0.3256043443250921,0.1683850032250947,0.10678047043217863,0.01081382638145434,0.0005882424842630339
0.6502910713479988,0.4276697329983983,1.2571123039948175,0.156720842763526,0.16679050827745642,0.022587406126929263,0.005231667524522995
0.0290185558741091,0.4271598817818769,-0.8104981268296445,0.5372768291024339,0.4765807418821493,0.22182352071090966,0.005305682822030146
0.5371534417464237,0.5646771886749156,0.2267366873731237,0.1627647494113799,0.07458898691157778,0.0013803782336048959,0.004183138734890626
0.8505451466257227,0.4257100900940305,0.776422898842523,0.4975951496392012,0.3583306999639948,0.1228818998228494,0.005518990713837066
0.759440066053984,0.37546708278703,1.4431989184906668,0.5596561996364409,0.2877804637977846,0.06730914787409556,0.015508447469572438
0.8400618132357516,0.6771799271032957,-0.7080057242021206,0.098847543806083,0.383451122556078,0.11564203682118719,0.031392726568329164
0.3724849874578957,0.4885850264581186,0.0890136784606676,0.7052036650804113,0.12802491962338763,0.016260078423613013,0.00013030162096185294
0.6630845576042127,0.512614637304314,-1.504440041005668,0.6605387088046478,0.16357170294180215,0.02659657292896177,0.00015912907431939045
0.5474297986902295,0.6390466678812052,-0.0513750294940364,0.4218675610096805,0.14691344952951682,0.0022495858037956916,0.019333975848866192
0.871550520009937,0.5453630816021914,-0.2708762482600639,0.3544891084635797,0.37430949506003947,0.13804978891965464,0.002057809172447074
0.0358676806706348,0.5282209827193385,-1.204754378977189,0.460044477027721,0.46498949849614996,0.21541880984605585,0.0007964238656452013
0.6827619093718678,0.5898304856390936,-0.4258997349777728,0.2179580094924655,0.2036453575886428,0.0334019155172508,0.008069516150155396
0.0737992216304019,0.4818153907904234,1.657637629661176,0.6050896640403707,0.426588541213845,0.18164710348285132,0.00033068001210501797
0.918677430646639,0.4797737523892567,-0.8619871358739439,0.4136282755281759,0.41916570950553944,0.1752907909328712,0.00040910109241109986
0.0107171501072819,0.5675019335876095,-0.8386742842911332,0.428022380132069,0.4939172180003509,0.2393977071991401,0.00455651103806604
0.7066821846049219,0.4662332181753982,0.0866774400333081,0.3231798279704951,0.20942235073614585,0.04271752543306303,0.0011401955547902583
0.3988951527717282,0.5074965032026741,0.0919129900446481,0.1349665761490881,0.10138238354526827,0.010222190133052178,5.619756026770368e-05
0.2093985393078689,0.5041451325173496,-0.3532291789347119,0.7482365379311314,0.2906310222257538,0.08444920895640022,1.718212358638906e-05
0.7521356260073551,0.5468778226594964,-1.8114120800646225,0.3728935017048312,0.2564564371572997,0.06357237390212082,0.0021975302572951904
0.5029945936571815,0.5883633947379711,-0.4562577439842806,0.2252189286893692,0.08841412285822962,8.967591171631466e-06,0.007808089529618491
0.327594752384479,0.5640800490615717,1.38042663127547,0.9849156452413808,0.18392885062736228,0.02972356940536911,0.004106252687733438
0.7982479753868158,0.7891852157823932,-0.6097692799577408,0.699492368417865,0.4154274230830748,0.08895185482233468,0.08362808902710932
0.3839713403192935,0.5341726088330352,0.4570709445384973,0.2521560508084087,0.12095626094484256,0.013462649867301212,0.0011677671944556346
0.9976460508998102,0.5453086135220303,1.3664856039873514,0.8761653265777906,0.49970437504134896,0.24765159197617645,0.0020528704592887074
0.9029599624785584,0.4449758088289229,0.5118975294892426,0.4503766726934515,0.40669938895301083,0.16237673136072117,0.0030276616140312387
0.8517038649585583,0.5703010462639504,0.4724364990530112,0.643902820883462,0.3586611851491515,0.12369560862678783,0.004942237105806093
0.0714930638383101,0.4732346532936752,-0.0759707745493854,0.2321223641199797,0.42934202929947163,0.18361819433867857,0.0007163837843097718
0.1949738851024975,0.466672706378948,-1.9027498985926568,0.3168170762334877,0.30684139106314884,0.09304093076946442,0.0011107085001038149
0.2853915362124942,0.5765001836510981,0.5140165039951542,0.7317699666401283,0.2278356223857124,0.046056792729233194,0.00585227809865174
0.6553693587794543,0.4268014589494636,0.3939767238190789,0.7607747309874965,0.17174884005275223,0.02413963764753881,0.005358026411927065
0.5651817575471679,0.38574830655233,0.3208442070877407,0.0100157213866229,0.13153748884860977,0.004248661516937783,0.01305344945566036
0.5361255545782488,0.3962015400730375,0.9723292943792884,0.6952809309931157,0.10990530458897459,0.0013050556935860359,0.010774120283209244
0.2536973748802202,0.528184687723225,0.7642060661017973,0.6841323060701576,0.24790998318532978,0.06066498314089478,0.0007943766220557113
0.024943938160471,0.5651224903071861,1.6276462041234865,0.340161428883454,0.4794989057696502,0.22567826189048237,0.004240938743809546
0.209978319444245,0.1643508770563626,-0.4591624351951559,0.97810472552615,0.44359092520611537,0.0841125751923844,0.11266033373283302
0.211205000551269,0.4402853161068237,-1.063254756696666,0.3432371923624201,0.2949040440194988,0.08340255170659254,0.0035658434724619693
0.6781178385934263,0.4445425158731255,1.117880892122115,0.4384937806180536,0.18655159332173074,0.031725964425193875,0.0030755325456825384
0.5567084628445342,0.411549147612737,1.4767148262637977,0.1768410210766674,0.1050685635488718,0.00321584975818992,0.007823553288033393
0.7152763588891917,0.4573908180560048,0.5940754736515376,0.8302511582892481,0.21945262149841036,0.046343910696588074,0.0018155423859364875
0.4930078594115259,0.5170274970912474,-1.077912614514158,0.4068975080808626,0.01840721834502501,4.889003000898669e-05,0.0002899356571924387
0.1142346947901117,0.4982509411751467,-0.8450303920448221,0.56488963843958,0.3857692703034432,0.14881487070367824,3.059206772797285e-06
0.4680448343838312,0.5637239880293909,0.7531444216054028,0.996381071711793,0.07128730083210288,0.001021132609556776,0.004060746650369961
0.5992480555307544,0.6317891473156207,-1.1831311457178018,0.495189623120347,0.16498047119830306,0.009850176526635718,0.017368379350178386
0.8524510213965738,0.4629192488511803,-1.0898069465501936,0.854164570596322,0.354396253633202,0.12422172248348813,0.0013749821057606937
0.0207340276156356,0.601885647693728,-1.2855286331330054,0.5870919210913017,0.48997607848904295,0.22969587228553034,0.01038068520597046
0.2365157965574911,0.6952922017954973,0.2637060211395831,0.7742807157417011,0.3279679398140414,0.06942392546373341,0.03813904408213325
0.3471400399850571,0.3725375954768966,0.0648740712439039,0.7320149151258424,0.19902972627871746,0.02336616737576994,0.016246664566811255
